,Age(DoC-DoB),GENDERID,SOCIALCATID,RELIGIONID,BPL_YN,DISADV_YN,FREEEDU_YN,ATTENDANCE(%),HOMELESS_YN,EXAMMARKS(%),XMAPPR_YN,Dropout?
79,0.05106532778713287,2,0,0,2,2,2,0.0438043284185,2,0.053448892440499995,1,0
80,0.047660972601324014,2,0,1,2,2,2,0.0229130333266,2,0.029895143229400005,1,0
81,0.044256617415515155,1,0,1,2,2,2,0.0303260735205,2,0.041672017835,1,0
82,0.05106532778713287,1,0,0,2,2,2,0.0390869392042,2,0.0135887014679,1,1
83,0.054469682972941726,1,2,0,1,2,1,0.014826080387799999,2,0.0199300954863,1,1
84,0.047660972601324014,2,0,1,2,2,2,0.032347811755200004,2,0.0226478357799,1,0
85,0.054469682972941726,2,0,1,2,2,2,0.025608684306200002,2,0.04257793126619999,1,0
86,0.047660972601324014,1,0,1,2,2,2,0.0363912882246,2,0.053448892440499995,1,0
87,0.047660972601324014,1,0,0,2,2,2,0.0215652078368,2,0.029895143229400005,1,0
88,0.047660972601324014,1,0,0,2,2,2,0.0451521539083,2,0.027177402935900003,1,0
89,0.047660972601324014,2,0,0,2,2,2,0.0613260597858,2,0.038954277541400004,1,1
90,0.05106532778713287,1,0,0,2,2,2,0.0229130333266,2,0.010870961174299998,1,1
91,0.044256617415515155,2,0,1,2,2,2,0.0559347578266,2,0.0443897581286,1,0
92,0.047660972601324014,1,0,0,2,2,2,0.0491956303776,2,0.040766104403800005,1,1
93,0.044256617415515155,1,3,1,1,2,1,0.0377391137144,2,0.0353306238166,1,0
94,0.047660972601324014,2,0,1,2,1,2,0.0613260597858,2,0.0606961998901,1,0
95,0.047660972601324014,2,0,1,2,2,2,0.038413026459300004,2,0.0670375939084,1,0
96,0.047660972601324014,1,0,0,2,2,2,0.0559347578266,2,0.0516370655781,1,0
97,0.05106532778713287,1,0,0,2,2,2,0.0350434627348,2,0.027177402935900003,1,0
98,0.057874038158750585,1,0,1,2,2,2,0.0397608519491,2,0.0797203819452,1,0
99,0.047660972601324014,1,0,0,2,2,2,0.0660434490001,2,0.00996504774315,1,1
100,0.047660972601324014,2,3,2,1,2,1,0.0377391137144,2,0.0462015849909,1,0
101,0.047660972601324014,1,0,0,1,2,2,0.0424565029287,2,0.0452956715598,1,1
102,0.044256617415515155,1,0,1,2,2,2,0.016173905877600002,2,0.0289892297982,1,0
103,0.044256617415515155,1,0,0,1,2,2,0.029652160775599998,2,0.0199300954863,1,1
104,0.047660972601324014,2,0,1,1,2,2,0.038413026459300004,2,0.0688494207708,1,0
105,0.047660972601324014,2,0,0,1,2,2,0.0411086774389,2,0.040766104403800005,1,1
106,0.047660972601324014,2,0,0,2,2,2,0.0249347715613,2,0.0579784595965,1,0
107,0.047660972601324014,2,0,0,1,2,2,0.0350434627348,2,0.0144946148991,1,1
108,0.05106532778713287,1,2,0,2,2,2,0.0640217107654,2,0.0525429790093,1,0
109,0.054469682972941726,1,0,1,2,2,2,0.024260858816400003,2,0.0489193252845,1,0
110,0.054469682972941726,2,0,1,2,2,2,0.0646956235103,2,0.053448892440499995,1,0
111,0.047660972601324014,1,0,0,2,2,2,0.049869543122500005,2,0.0561666327341,1,0
112,0.057874038158750585,1,2,1,2,2,2,0.0593043215511,2,0.0806262953764,1,0
113,0.047660972601324014,2,0,1,1,2,2,0.05256519410209999,2,0.0878736028259,1,0
114,0.047660972601324014,1,0,0,2,2,2,0.0512173686123,2,0.0525429790093,1,0
115,0.047660972601324014,1,0,1,2,2,2,0.0552608450817,2,0.0262714895047,1,1
116,0.047660972601324014,1,0,1,2,2,2,0.041782590183800004,2,0.069755334202,1,0
117,0.054469682972941726,1,0,0,2,2,2,0.0397608519491,2,0.0507311521469,1,0
118,0.05106532778713287,1,0,1,1,2,2,0.0195434696021,2,0.0670375939084,1,0
119,0.047660972601324014,2,1,1,1,2,1,0.025608684306200002,2,0.0235537492111,1,0
120,0.05106532778713287,2,0,1,2,2,2,0.0572825833164,2,0.0679435073396,1,0
121,0.044256617415515155,2,0,1,2,2,2,0.048521717632800006,2,0.07156716106439999,1,0
122,0.05106532778713287,1,0,0,1,2,2,0.0458260666532,2,0.0262714895047,1,0
123,0.05106532778713287,1,0,1,2,2,2,0.0188695568572,2,0.0335187969542,1,0
124,0.05106532778713287,2,0,0,1,2,2,0.029652160775599998,2,0.0398601909726,1,1
125,0.047660972601324014,1,0,1,2,2,2,0.00943477842859,2,0.0706612476332,1,1
126,0.05106532778713287,1,3,1,1,2,1,0.0249347715613,2,0.041672017835,1,1
127,0.047660972601324014,1,0,1,2,2,2,0.0276304225409,2,0.043483844697400006,1,0
128,0.047660972601324014,1,0,0,2,2,2,0.0215652078368,2,0.021741922348700003,1,0
129,0.044256617415515155,2,0,0,2,2,2,0.049869543122500005,2,0.0317069700918,1,0
130,0.047660972601324014,1,0,1,1,1,2,0.0512173686123,2,0.0860617759635,1,0
131,0.047660972601324014,1,0,0,2,2,2,0.029652160775599998,2,0.0597902864589,1,0
132,0.047660972601324014,2,0,0,1,2,2,0.0289782480307,2,0.0561666327341,1,0
133,0.047660972601324014,2,0,0,2,2,2,0.049869543122500005,2,0.0516370655781,1,0
134,0.05106532778713287,1,0,1,2,2,2,0.0363912882246,2,0.07156716106439999,1,0
135,0.044256617415515155,1,0,1,2,2,2,0.0505434558674,2,0.074284901358,1,0
136,0.05106532778713287,2,0,0,2,2,2,0.020891295091900002,2,0.028083316367,1,1
137,0.047660972601324014,2,0,0,1,2,2,0.053239106847,2,0.057072546165300005,1,0
138,0.047660972601324014,1,0,0,2,2,2,0.05256519410209999,2,0.0525429790093,1,0
139,0.047660972601324014,1,0,1,1,2,2,0.0586304088062,2,0.0579784595965,1,0
140,0.047660972601324014,1,2,0,1,2,1,0.029652160775599998,2,0.0226478357799,1,0
141,0.047660972601324014,1,0,0,2,2,2,0.0303260735205,2,0.0308010566606,1,0
142,0.044256617415515155,2,0,1,2,2,2,0.0539130195919,2,0.0688494207708,1,0
143,0.05106532778713287,1,0,0,2,2,2,0.0377391137144,2,0.0597902864589,1,0
144,0.047660972601324014,2,0,1,2,2,2,0.0545869323368,2,0.0851558625323,1,0
145,0.047660972601324014,1,0,0,1,2,2,0.031673899010299995,2,0.0597902864589,1,0
146,0.044256617415515155,1,0,0,2,2,2,0.020891295091900002,2,0.0226478357799,1,0
147,0.044256617415515155,1,3,1,2,2,2,0.025608684306200002,2,0.0289892297982,1,0
148,0.047660972601324014,1,0,0,2,2,2,0.031673899010299995,2,0.0289892297982,1,0
149,0.047660972601324014,1,0,0,2,2,2,0.044478241163400004,2,0.0226478357799,1,0
150,0.047660972601324014,2,0,0,2,2,2,0.0175217313674,2,0.0181182686239,1,1
151,0.047660972601324014,1,2,1,2,2,2,0.0613260597858,2,0.029895143229400005,1,1
152,0.044256617415515155,1,3,0,2,2,2,0.0438043284185,2,0.0561666327341,1,0
153,0.05106532778713287,2,0,0,2,2,2,0.0613260597858,2,0.0507311521469,1,0
154,0.061278393344559444,2,0,1,1,2,2,0.0572825833164,2,0.0516370655781,1,0
155,0.057874038158750585,2,0,0,1,2,2,0.0235869460715,2,0.0525429790093,1,0
156,0.054469682972941726,2,0,0,2,2,2,0.0633477980205,2,0.038954277541400004,1,1
157,0.05106532778713287,2,3,1,2,2,2,0.0074130401938900005,2,0.00905913431195,1,1
158,0.05106532778713287,2,0,0,2,2,2,0.0572825833164,2,0.0579784595965,1,0
159,0.047660972601324014,1,0,1,2,2,2,0.0586304088062,2,0.08696768939470001,1,0
160,0.054469682972941726,1,0,1,2,2,2,0.06536953625519999,2,0.0688494207708,1,0
161,0.05106532778713287,1,0,0,2,2,2,0.029652160775599998,2,0.029895143229400005,1,1
162,0.047660972601324014,1,0,1,2,2,2,0.0424565029287,2,0.040766104403800005,1,0
163,0.05106532778713287,1,2,0,1,2,2,0.0330217245001,2,0.0443897581286,1,1
164,0.047660972601324014,1,0,1,2,2,2,0.0175217313674,2,0.0226478357799,1,1
165,0.047660972601324014,1,0,0,2,2,2,0.0633477980205,2,0.0235537492111,1,0
166,0.047660972601324014,1,3,1,2,2,2,0.024260858816400003,2,0.0588843730277,1,0
167,0.05106532778713287,1,1,1,2,2,2,0.0249347715613,2,0.012682788036700001,1,1
168,0.05106532778713287,2,0,1,1,2,2,0.0646956235103,2,0.0226478357799,1,1
169,0.05106532778713287,2,0,0,2,2,2,0.0330217245001,2,0.0561666327341,1,0
170,0.047660972601324014,2,0,1,1,2,2,0.0626738852756,2,0.0706612476332,1,0
171,0.05106532778713287,1,0,0,2,2,2,0.0303260735205,2,0.0262714895047,1,0
172,0.047660972601324014,1,0,0,1,2,2,0.044478241163400004,2,0.0208360089175,1,1
173,0.05106532778713287,1,0,0,2,2,2,0.0606521470409,2,0.0335187969542,1,1
174,0.05106532778713287,1,0,0,2,2,2,0.05256519410209999,2,0.028083316367,1,0
175,0.047660972601324014,1,0,1,2,2,2,0.0168478186225,2,0.040766104403800005,1,0
176,0.047660972601324014,1,0,0,2,2,2,0.0451521539083,2,0.057072546165300005,1,0
177,0.047660972601324014,1,0,1,1,2,2,0.0289782480307,2,0.0706612476332,1,0
178,0.047660972601324014,2,0,1,2,2,2,0.0390869392042,2,0.0670375939084,1,0
179,0.05106532778713287,2,0,0,2,2,2,0.0451521539083,2,0.0507311521469,1,0
180,0.054469682972941726,1,0,1,2,2,2,0.033695637245,2,0.0643198536148,1,0
181,0.047660972601324014,1,3,1,1,2,1,0.0390869392042,2,0.041672017835,1,0
182,0.047660972601324014,1,0,0,2,2,2,0.05256519410209999,2,0.0507311521469,1,0
183,0.05106532778713287,1,0,0,2,2,2,0.0586304088062,2,0.037142450679,1,1
184,0.044256617415515155,2,0,0,2,2,2,0.0552608450817,2,0.0579784595965,1,0
185,0.047660972601324014,1,3,1,1,2,1,0.00943477842859,2,0.0199300954863,1,1
186,0.05106532778713287,2,0,0,2,2,2,0.049869543122500005,2,0.024459662642299998,1,0
187,0.05106532778713287,2,0,0,2,2,2,0.032347811755200004,2,0.0597902864589,1,0
188,0.054469682972941726,2,0,0,2,2,2,0.0438043284185,2,0.012682788036700001,1,1
189,0.047660972601324014,1,0,0,2,2,2,0.025608684306200002,2,0.0507311521469,1,0
190,0.05106532778713287,2,0,0,2,2,2,0.049869543122500005,2,0.012682788036700001,1,1
191,0.057874038158750585,2,0,0,1,2,2,0.041782590183800004,2,0.054354805871699996,1,0
192,0.047660972601324014,1,0,0,2,2,2,0.0451521539083,2,0.0235537492111,1,0
193,0.047660972601324014,1,0,0,2,2,2,0.032347811755200004,2,0.0525429790093,1,0
194,0.047660972601324014,2,1,1,2,2,2,0.038413026459300004,2,0.043483844697400006,1,0
195,0.047660972601324014,1,0,0,2,2,2,0.049869543122500005,2,0.0226478357799,1,0
196,0.047660972601324014,1,1,1,2,2,2,0.0660434490001,2,0.0860617759635,1,0
197,0.047660972601324014,2,2,1,2,2,2,0.0458260666532,2,0.0398601909726,1,0
198,0.044256617415515155,2,0,1,2,2,2,0.05256519410209999,2,0.0634139401837,1,0
199,0.05106532778713287,1,0,0,2,2,2,0.0350434627348,2,0.057072546165300005,1,0
200,0.05106532778713287,2,0,0,2,2,2,0.0505434558674,2,0.0308010566606,1,0
201,0.047660972601324014,1,0,0,2,2,2,0.022239120581700002,2,0.029895143229400005,1,0
202,0.047660972601324014,2,0,0,2,2,2,0.031673899010299995,2,0.0235537492111,1,0
203,0.05106532778713287,1,0,0,2,2,2,0.0559347578266,2,0.053448892440499995,1,0
204,0.047660972601324014,2,0,1,2,2,2,0.0229130333266,2,0.0525429790093,1,0
205,0.047660972601324014,2,0,0,2,2,2,0.0512173686123,2,0.0507311521469,1,0
206,0.047660972601324014,1,0,0,2,2,2,0.026956509796000002,2,0.0507311521469,1,0
207,0.047660972601324014,2,0,0,2,2,2,0.0559347578266,2,0.0588843730277,1,0
208,0.047660972601324014,2,0,1,1,2,2,0.031673899010299995,2,0.021741922348700003,1,1
209,0.047660972601324014,1,0,1,2,2,2,0.0660434490001,2,0.025365576073500002,1,1
210,0.047660972601324014,1,0,1,1,2,2,0.047173892143,2,0.0706612476332,1,0
211,0.054469682972941726,1,0,0,1,2,2,0.0593043215511,2,0.00996504774315,1,1
212,0.047660972601324014,2,0,0,1,2,2,0.0586304088062,2,0.0262714895047,1,1
213,0.047660972601324014,1,0,0,2,2,2,0.0451521539083,2,0.0516370655781,1,0
214,0.05106532778713287,1,0,0,2,2,2,0.0303260735205,2,0.0317069700918,1,0
215,0.05106532778713287,2,0,0,2,2,2,0.0188695568572,2,0.0335187969542,1,1
216,0.05106532778713287,1,0,1,2,2,2,0.0363912882246,2,0.0208360089175,1,0
217,0.047660972601324014,1,0,0,2,2,2,0.0660434490001,2,0.053448892440499995,1,0
218,0.054469682972941726,1,0,1,2,2,2,0.0181956441123,2,0.032612883523,1,1
219,0.047660972601324014,2,0,0,2,2,2,0.0249347715613,2,0.057072546165300005,1,0
220,0.05106532778713287,1,0,0,1,2,2,0.0586304088062,2,0.0262714895047,1,1
221,0.05106532778713287,2,2,1,1,2,1,0.0303260735205,2,0.032612883523,1,0
222,0.05106532778713287,2,3,1,1,2,1,0.0330217245001,2,0.0724730744956,1,0
223,0.047660972601324014,2,0,0,2,2,2,0.0215652078368,2,0.0507311521469,1,0
224,0.047660972601324014,2,0,1,2,2,2,0.0491956303776,2,0.0706612476332,1,0
225,0.047660972601324014,2,0,1,2,2,2,0.06536953625519999,2,0.024459662642299998,1,0
226,0.047660972601324014,1,0,0,2,2,2,0.0390869392042,2,0.0588843730277,1,0
227,0.05106532778713287,1,0,0,2,2,2,0.0411086774389,2,0.021741922348700003,1,0
228,0.047660972601324014,1,1,1,2,2,2,0.0175217313674,2,0.08243812223869999,1,0
229,0.047660972601324014,2,0,0,1,1,2,0.040434764694,2,0.054354805871699996,1,0
230,0.047660972601324014,1,0,1,1,2,2,0.026956509796000002,2,0.055260719302900004,1,0
231,0.047660972601324014,1,0,1,2,2,2,0.0370652009695,2,0.0588843730277,1,0
232,0.047660972601324014,1,0,0,2,2,2,0.05256519410209999,2,0.053448892440499995,1,0
233,0.05106532778713287,1,0,0,2,2,2,0.0377391137144,2,0.0588843730277,1,0
234,0.047660972601324014,1,0,1,2,2,2,0.0168478186225,2,0.0588843730277,1,0
235,0.05106532778713287,2,0,1,2,2,2,0.0478478048879,2,0.0706612476332,1,0
236,0.047660972601324014,2,0,0,2,2,2,0.0579564960613,2,0.053448892440499995,1,0
237,0.047660972601324014,1,0,1,2,1,2,0.0411086774389,2,0.0724730744956,1,0
238,0.047660972601324014,1,0,1,2,2,2,0.0309999862654,2,0.0679435073396,1,0
239,0.047660972601324014,1,1,1,2,2,2,0.0640217107654,2,0.027177402935900003,1,1
240,0.047660972601324014,1,0,1,2,2,2,0.0438043284185,2,0.08243812223869999,1,0
241,0.047660972601324014,2,2,1,1,2,1,0.022239120581700002,2,0.07519081478919999,1,0
242,0.054469682972941726,1,0,0,2,2,2,0.0451521539083,2,0.021741922348700003,1,0
243,0.05106532778713287,2,0,0,1,2,2,0.0363912882246,2,0.0588843730277,1,0
244,0.054469682972941726,1,0,0,2,2,2,0.0154999931327,2,0.0344247103854,1,1
245,0.054469682972941726,1,2,0,2,2,2,0.0411086774389,2,0.055260719302900004,1,0
246,0.05106532778713287,1,0,0,2,2,2,0.049869543122500005,2,0.028083316367,1,1
247,0.05106532778713287,1,2,1,1,2,1,0.044478241163400004,2,0.053448892440499995,1,0
248,0.047660972601324014,1,0,0,2,2,2,0.022239120581700002,2,0.0208360089175,1,0
249,0.047660972601324014,1,1,0,2,2,2,0.0033695637245000003,2,0.055260719302900004,1,0
250,0.047660972601324014,1,3,1,1,2,1,0.0640217107654,2,0.0597902864589,1,0
251,0.054469682972941726,1,0,1,2,2,2,0.031673899010299995,2,0.0507311521469,1,0
252,0.044256617415515155,1,0,0,2,2,2,0.0505434558674,2,0.00996504774315,1,1
253,0.047660972601324014,2,0,1,2,2,2,0.020891295091900002,2,0.0507311521469,1,0
254,0.05106532778713287,1,0,0,2,2,2,0.0303260735205,2,0.028083316367,1,0
255,0.05106532778713287,2,0,0,2,2,2,0.0606521470409,2,0.032612883523,1,1
256,0.05106532778713287,1,0,0,2,2,2,0.047173892143,2,0.0289892297982,1,0
257,0.05106532778713287,1,0,0,2,2,2,0.0640217107654,2,0.0516370655781,1,0
258,0.047660972601324014,1,0,0,1,2,2,0.0289782480307,2,0.021741922348700003,1,1
259,0.05106532778713287,1,0,1,2,2,2,0.0660434490001,2,0.0235537492111,1,1
260,0.05106532778713287,2,0,0,2,2,2,0.0438043284185,2,0.057072546165300005,1,0
261,0.05106532778713287,2,2,0,2,2,2,0.0249347715613,2,0.0144946148991,1,0
262,0.05106532778713287,2,3,1,2,2,2,0.047173892143,2,0.0679435073396,1,0
263,0.047660972601324014,1,0,1,2,2,2,0.014152167642899999,2,0.0525429790093,1,0
264,0.054469682972941726,2,0,0,1,2,2,0.038413026459300004,2,0.0516370655781,1,0
265,0.05106532778713287,1,3,1,2,2,2,0.020891295091900002,2,0.0344247103854,1,0
266,0.047660972601324014,1,0,0,2,2,2,0.0303260735205,2,0.024459662642299998,1,1
267,0.047660972601324014,1,0,1,2,2,2,0.040434764694,2,0.0688494207708,1,0
268,0.057874038158750585,2,0,0,2,2,2,0.053239106847,2,0.055260719302900004,1,0
269,0.044256617415515155,2,0,1,2,2,2,0.0512173686123,2,0.078814468514,1,0
270,0.044256617415515155,2,0,0,2,2,2,0.0640217107654,2,0.037142450679,1,1
271,0.054469682972941726,2,2,1,2,2,2,0.016173905877600002,2,0.0597902864589,1,0
272,0.047660972601324014,1,0,0,2,2,2,0.0168478186225,2,0.0561666327341,1,0
273,0.05106532778713287,2,0,0,2,2,2,0.0451521539083,2,0.0588843730277,1,0
274,0.05106532778713287,1,0,0,2,2,2,0.014152167642899999,2,0.0525429790093,1,0
275,0.05106532778713287,1,0,0,2,2,2,0.033695637245,2,0.0588843730277,1,0
276,0.047660972601324014,1,0,0,2,2,2,0.0411086774389,2,0.021741922348700003,1,0
277,0.047660972601324014,2,0,0,2,2,2,0.024260858816400003,2,0.0507311521469,1,0
278,0.047660972601324014,2,0,1,2,2,2,0.0363912882246,2,0.038954277541400004,1,0
279,0.054469682972941726,1,3,0,2,2,2,0.0451521539083,2,0.0308010566606,1,0
280,0.047660972601324014,1,0,0,2,2,2,0.0593043215511,2,0.0561666327341,1,0
281,0.047660972601324014,1,2,1,2,2,2,0.0154999931327,2,0.069755334202,1,0
282,0.047660972601324014,2,1,0,1,2,2,0.0168478186225,2,0.0226478357799,1,1
283,0.047660972601324014,1,0,0,1,2,2,0.0613260597858,2,0.0579784595965,1,0
284,0.047660972601324014,2,0,0,1,2,2,0.047173892143,2,0.0525429790093,1,0
285,0.054469682972941726,2,0,0,2,2,2,0.0249347715613,2,0.0561666327341,1,0
286,0.05106532778713287,2,0,1,2,2,2,0.0478478048879,2,0.0597902864589,1,0
287,0.047660972601324014,2,0,1,1,2,2,0.0175217313674,2,0.0308010566606,1,1
288,0.047660972601324014,1,0,0,2,2,2,0.0579564960613,2,0.053448892440499995,1,0
289,0.047660972601324014,1,0,1,1,2,2,0.0303260735205,2,0.0262714895047,1,1
290,0.044256617415515155,2,0,1,2,2,2,0.0303260735205,2,0.0507311521469,1,0
291,0.047660972601324014,1,0,0,1,2,2,0.0343695499899,2,0.0597902864589,1,0
292,0.047660972601324014,1,0,0,2,2,2,0.016173905877600002,2,0.00996504774315,1,1
293,0.05106532778713287,1,0,0,2,2,2,0.0229130333266,2,0.010870961174299998,1,1
294,0.047660972601324014,1,0,0,2,2,2,0.0505434558674,2,0.0507311521469,1,0
295,0.05106532778713287,2,0,0,2,2,2,0.0249347715613,2,0.029895143229400005,1,0
296,0.047660972601324014,1,0,1,2,2,2,0.0377391137144,2,0.0344247103854,1,0
297,0.05106532778713287,1,0,1,2,2,2,0.00808695293879,2,0.053448892440499995,1,1
298,0.047660972601324014,2,1,1,2,2,2,0.0626738852756,2,0.04257793126619999,1,0
299,0.05106532778713287,1,0,0,2,2,2,0.0451521539083,2,0.0308010566606,1,0
